栄養素id,栄養素,食材,100gあたり含有量,単位,一食の目安量g,一食あたり,一日の目安量,割合%,レベル,タグ,食品番号,含有量の出典,基準値の出典,確認メモ
se,セレン,ソーセージ,16.0,µg,40,6.4,25.0,25.6,2,,11306,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11306）
folate,葉酸,白菜,61.0,µg,100,61.0,240.0,25.4,2,,06233,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06233）
p,リン,いか,250.0,mg,80,200.0,800.0,25.0,2,,10345,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10345）
p,リン,スキムミルク,1000.0,mg,20,200.0,800.0,25.0,2,,13010,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13010）
b2,ビタミンB2,ぶり,0.36,mg,80,0.29,1.2,24.0,2,,10241,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10241）
se,セレン,低脂肪乳,3.0,µg,200,6.0,25.0,24.0,2,,13005,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13005）
se,セレン,木綿豆腐,4.0,µg,150,6.0,25.0,24.0,2,,04032,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04032）
b6,ビタミンB6,豚レバー,0.57,mg,50,0.28,1.2,23.8,2,,11166,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11166）
niacin,ナイアシン,木綿豆腐,1.9,mgNE,150,2.85,12.0,23.8,2,,04032,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04032）
p,リン,牛もも,190.0,mg,100,190.0,800.0,23.8,2,,11048,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番11048）
niacin,ナイアシン,厚揚げ,2.8,mgNE,100,2.8,12.0,23.3,2,,04039,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04039）
niacin,ナイアシン,とうもろこし,2.8,mgNE,100,2.8,12.0,23.3,2,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
folate,葉酸,豆乳,28.0,µg,200,56.0,240.0,23.3,2,,04052,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04052）
niacin,ナイアシン,豆乳,1.4,mgNE,200,2.8,12.0,23.3,2,,04052,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04052）
vd,ビタミンD,ツナ缶,3.0,µg,70,2.1,9.0,23.3,2,,10260,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10260）
p,リン,いわし,230.0,mg,80,184.0,800.0,23.0,2,,10047,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10047）
p,リン,たら,230.0,mg,80,184.0,800.0,23.0,2,,10205,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10205）
cu,銅,いわし,0.2,mg,80,0.16,0.7,22.9,2,,10047,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10047）
fe,鉄,豆乳,1.2,mg,200,2.4,10.5,22.9,2,,04052,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表増補2023照合・取りこぼし追加（品番04052）
p,リン,低脂肪乳,90.0,mg,200,180.0,800.0,22.5,2,,13005,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13005）
niacin,ナイアシン,まいたけ,5.4,mgNE,50,2.7,12.0,22.5,2,,08028,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08028）
ve,ビタミンE,トマト,0.9,mg,150,1.35,6.0,22.5,2,,06182,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06182）
panto,パントテン酸,モロヘイヤ,1.83,mg,60,1.1,5.0,22.0,2,,06293,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06293）
folate,葉酸,ほたて,87.0,µg,60,52.2,240.0,21.8,2,,10311,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10311）
se,セレン,スキムミルク,27.0,µg,20,5.4,25.0,21.6,2,,13010,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13010）
p,リン,豚レバー,340.0,mg,50,170.0,800.0,21.2,2,,11166,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番11166）
panto,パントテン酸,牛もも,1.06,mg,100,1.06,5.0,21.2,2,,11048,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番11048）
b2,ビタミンB2,モロヘイヤ,0.42,mg,60,0.25,1.2,21.0,2,,06293,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06293）
panto,パントテン酸,低脂肪乳,0.52,mg,200,1.04,5.0,20.8,2,,13005,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13005）
cu,銅,ひよこ豆,0.29,mg,50,0.14,0.7,20.7,2,,04066,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04066）
niacin,ナイアシン,たこ,4.1,mgNE,60,2.46,12.0,20.5,2,,10361,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10361）
protein,たんぱく質,豚レバー,20.4,g,50,10.2,50.0,20.4,2,,11166,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11166）
b1,ビタミンB1,ぶり,0.23,mg,80,0.18,0.9,20.4,2,,10241,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10241）
b12,ビタミンB12,低脂肪乳,0.4,µg,200,0.8,4.0,20.0,2,,13005,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13005）
niacin,ナイアシン,絹ごし豆腐,1.6,mgNE,150,2.4,12.0,20.0,2,,04033,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04033）
fat,脂質,厚揚げ,11.3,g,100,11.3,57.0,19.8,2,,04039,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表増補2023照合・取りこぼし追加（品番04039）
fiber,食物繊維,モロヘイヤ,5.9,g,60,3.54,18.0,19.7,2,,06293,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番06293）
b12,ビタミンB12,ツナ缶,1.1,µg,70,0.77,4.0,19.2,2,,10260,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10260）
b1,ビタミンB1,豚レバー,0.34,mg,50,0.17,0.9,18.9,2,,11166,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11166）
p,リン,厚揚げ,150.0,mg,100,150.0,800.0,18.8,2,,04039,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04039）
niacin,ナイアシン,ソーセージ,5.6,mgNE,40,2.24,12.0,18.7,2,,11306,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11306）
b1,ビタミンB1,絹ごし豆腐,0.11,mg,150,0.17,0.9,18.3,2,,04033,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04033）
panto,パントテン酸,いわし,1.14,mg,80,0.91,5.0,18.2,2,,10047,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10047）
fat,脂質,油揚げ,34.4,g,30,10.32,57.0,18.1,2,,04040,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表増補2023照合・取りこぼし追加（品番04040）
b12,ビタミンB12,えび,1.2,µg,60,0.72,4.0,18.0,2,,10415,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10415）
mg,マグネシウム,厚揚げ,51.0,mg,100,51.0,290.0,17.6,2,,04039,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04039）
b6,ビタミンB6,モロヘイヤ,0.35,mg,60,0.21,1.2,17.5,2,,06293,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06293）
b2,ビタミンB2,牛もも,0.21,mg,100,0.21,1.2,17.5,2,,11048,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11048）
fat,脂質,牛もも,9.9,g,100,9.9,57.0,17.4,2,,11048,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表増補2023照合・取りこぼし追加（品番11048）
vk,ビタミンK,厚揚げ,26.0,µg,100,26.0,150.0,17.3,2,,04039,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04039）
fe,鉄,絹ごし豆腐,1.2,mg,150,1.8,10.5,17.1,2,,04033,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表増補2023照合・取りこぼし追加（品番04033）
cu,銅,梨,0.06,mg,200,0.12,0.7,17.1,2,,07088,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07088）
niacin,ナイアシン,ほたて,3.4,mgNE,60,2.04,12.0,17.0,2,,10311,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10311）
ve,ビタミンE,えび,1.7,mg,60,1.02,6.0,17.0,2,,10415,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10415）
ve,ビタミンE,ブルーベリー,1.7,mg,60,1.02,6.0,17.0,2,,07124,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番07124）
niacin,ナイアシン,低脂肪乳,1.0,mgNE,200,2.0,12.0,16.7,2,,13005,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13005）
panto,パントテン酸,スキムミルク,4.17,mg,20,0.83,5.0,16.7,2,,13010,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13010）
b1,ビタミンB1,とうもろこし,0.15,mg,100,0.15,0.9,16.7,2,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
p,リン,木綿豆腐,88.0,mg,150,132.0,800.0,16.5,2,,04032,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04032）
p,リン,えび,220.0,mg,60,132.0,800.0,16.5,2,,10415,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10415）
niacin,ナイアシン,そうめん,2.8,mgNE,70,1.96,12.0,16.3,2,,01043,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番01043）
panto,パントテン酸,ぶり,1.01,mg,80,0.81,5.0,16.2,2,,10241,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10241）
se,セレン,カシューナッツ,27.0,µg,15,4.05,25.0,16.2,2,,05005,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番05005）
zn,亜鉛,いわし,1.6,mg,80,1.28,8.0,16.0,2,,10047,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10047）
b1,ビタミンB1,ソーセージ,0.36,mg,40,0.14,0.9,16.0,2,,11306,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11306）
cu,銅,きなこ,1.12,mg,10,0.11,0.7,16.0,2,,04029,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04029）
p,リン,ほたて,210.0,mg,60,126.0,800.0,15.8,2,,10311,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10311）
cu,銅,まいたけ,0.22,mg,50,0.11,0.7,15.7,2,,08028,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08028）
zn,亜鉛,レンズ豆,2.5,mg,50,1.25,8.0,15.6,2,,04094,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04094）
folate,葉酸,えのき,75.0,µg,50,37.5,240.0,15.6,2,,08001,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08001）
mg,マグネシウム,油揚げ,150.0,mg,30,45.0,290.0,15.5,2,,04040,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04040）
niacin,ナイアシン,油揚げ,6.2,mgNE,30,1.86,12.0,15.5,2,,04040,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04040）
b6,ビタミンB6,ツナ缶,0.26,mg,70,0.18,1.2,15.2,2,,10260,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10260）
zn,亜鉛,いか,1.5,mg,80,1.2,8.0,15.0,2,,10345,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10345）
niacin,ナイアシン,スキムミルク,9.0,mgNE,20,1.8,12.0,15.0,2,,13010,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13010）
b1,ビタミンB1,木綿豆腐,0.09,mg,150,0.14,0.9,15.0,2,,04032,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04032）
ve,ビタミンE,水菜,1.8,mg,50,0.9,6.0,15.0,2,,06072,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06072）
ve,ビタミンE,アスパラガス,1.5,mg,60,0.9,6.0,15.0,2,,06007,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06007）
cu,銅,ピーナッツ,0.69,mg,15,0.1,0.7,14.8,2,,05035,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番05035）
k,カリウム,低脂肪乳,190.0,mg,200,380.0,2600.0,14.6,2,,13005,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番13005）
b2,ビタミンB2,ほたて,0.29,mg,60,0.17,1.2,14.5,2,,10311,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10311）
niacin,ナイアシン,ベーコン,8.6,mgNE,20,1.72,12.0,14.3,2,,11183,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11183）
cu,銅,とうもろこし,0.1,mg,100,0.1,0.7,14.3,2,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
ve,ビタミンE,ひよこ豆,1.7,mg,50,0.85,6.0,14.2,2,,04066,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04066）
folate,葉酸,大根,34.0,µg,100,34.0,240.0,14.2,2,,06132,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06132）
b6,ビタミンB6,いか,0.21,mg,80,0.17,1.2,14.0,2,,10345,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10345）
panto,パントテン酸,えのき,1.4,mg,50,0.7,5.0,14.0,2,,08001,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番08001）
p,リン,ツナ缶,160.0,mg,70,112.0,800.0,14.0,2,,10260,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10260）
vc,ビタミンC,ベーコン,69.0,mg,20,13.8,100.0,13.8,2,,11183,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11183）
zn,亜鉛,厚揚げ,1.1,mg,100,1.1,8.0,13.8,2,,04039,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04039）
k,カリウム,スキムミルク,1800.0,mg,20,360.0,2600.0,13.8,2,,13010,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番13010）
folate,葉酸,トマト,22.0,µg,150,33.0,240.0,13.8,2,,06182,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06182）
va,ビタミンA,かぼちゃ,120.0,µgRAE,80,96.0,700.0,13.7,2,,06046,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06046）
vk,ビタミンK,油揚げ,67.0,µg,30,20.1,150.0,13.4,2,,04040,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04040）
ve,ビタミンE,厚揚げ,0.8,mg,100,0.8,6.0,13.3,2,,04039,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04039）
b1,ビタミンB1,えのき,0.24,mg,50,0.12,0.9,13.3,2,,08001,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08001）
vk,ビタミンK,めかぶ,40.0,µg,50,20.0,150.0,13.3,2,,09047,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番09047）
protein,たんぱく質,そうめん,9.5,g,70,6.65,50.0,13.3,2,,01043,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番01043）
fiber,食物繊維,柿,1.6,g,150,2.4,18.0,13.3,2,,07049,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番07049）
p,リン,油揚げ,350.0,mg,30,105.0,800.0,13.1,2,,04040,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04040）
k,カリウム,牛もも,340.0,mg,100,340.0,2600.0,13.1,2,,11048,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番11048）
va,ビタミンA,みかん,92.0,µgRAE,100,92.0,700.0,13.1,2,,07028,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07028）
p,リン,ぶり,130.0,mg,80,104.0,800.0,13.0,2,,10241,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10241）
fat,脂質,いわし,9.2,g,80,7.36,57.0,12.9,2,,10047,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表増補2023照合・取りこぼし追加（品番10047）
na,塩分,シリアル,2.1,g,40,0.84,6.5,12.9,2,,01137,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",成分表増補2023照合・取りこぼし追加（品番01137）
p,リン,絹ごし豆腐,68.0,mg,150,102.0,800.0,12.8,2,,04033,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04033）
mg,マグネシウム,とうもろこし,37.0,mg,100,37.0,290.0,12.8,2,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
mg,マグネシウム,いか,46.0,mg,80,36.8,290.0,12.7,2,,10345,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10345）
fe,鉄,ほたて,2.2,mg,60,1.32,10.5,12.6,2,,10311,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表増補2023照合・取りこぼし追加（品番10311）
p,リン,ヨーグルト,100.0,mg,100,100.0,800.0,12.5,2,,13025,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番13025）
p,リン,とうもろこし,100.0,mg,100,100.0,800.0,12.5,2,,06175,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06175）
zn,亜鉛,とうもろこし,1.0,mg,100,1.0,8.0,12.5,2,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
mg,マグネシウム,ほたて,59.0,mg,60,35.4,290.0,12.2,2,,10311,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10311）
k,カリウム,モロヘイヤ,530.0,mg,60,318.0,2600.0,12.2,2,,06293,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番06293）
p,リン,豆乳,49.0,mg,200,98.0,800.0,12.2,2,,04052,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04052）
p,リン,たこ,160.0,mg,60,96.0,800.0,12.0,2,,10361,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10361）
se,セレン,ヨーグルト,3.0,µg,100,3.0,25.0,12.0,2,,13025,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13025）
b1,ビタミンB1,モロヘイヤ,0.18,mg,60,0.11,0.9,12.0,2,,06293,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06293）
vc,ビタミンC,ソーセージ,30.0,mg,40,12.0,100.0,12.0,2,,11306,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11306）
cu,銅,そうめん,0.12,mg,70,0.08,0.7,12.0,2,,01043,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番01043）
p,リン,レンズ豆,190.0,mg,50,95.0,800.0,11.9,3,,04094,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04094）
k,カリウム,ぶり,380.0,mg,80,304.0,2600.0,11.7,3,,10241,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番10241）
folate,葉酸,厚揚げ,28.0,µg,100,28.0,240.0,11.7,3,,04039,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04039）
b6,ビタミンB6,とうもろこし,0.14,mg,100,0.14,1.2,11.7,3,,06175,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06175）
b1,ビタミンB1,グレープフルーツ,0.07,mg,150,0.11,0.9,11.7,3,,07062,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07062）
panto,パントテン酸,グレープフルーツ,0.39,mg,150,0.58,5.0,11.7,3,,07062,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番07062）
panto,パントテン酸,とうもろこし,0.58,mg,100,0.58,5.0,11.6,3,,06175,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06175）
mg,マグネシウム,たこ,55.0,mg,60,33.0,290.0,11.4,3,,10361,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10361）
cu,銅,牛もも,0.08,mg,100,0.08,0.7,11.4,3,,11048,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11048）
vk,ビタミンK,きゅうり,34.0,µg,50,17.0,150.0,11.3,3,,06065,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番06065）
zn,亜鉛,木綿豆腐,0.6,mg,150,0.9,8.0,11.2,3,,04032,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04032）
zn,亜鉛,ひよこ豆,1.8,mg,50,0.9,8.0,11.2,3,,04066,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04066）
panto,パントテン酸,豆乳,0.28,mg,200,0.56,5.0,11.2,3,,04052,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番04052）
folate,葉酸,柿,18.0,µg,150,27.0,240.0,11.2,3,,07049,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07049）
cu,銅,ほたて,0.13,mg,60,0.08,0.7,11.1,3,,10311,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番10311）
b1,ビタミンB1,レンズ豆,0.2,mg,50,0.1,0.9,11.1,3,,04094,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04094）
cu,銅,オレンジ,0.06,mg,130,0.08,0.7,11.1,3,,07040,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07040）
folate,葉酸,まいたけ,53.0,µg,50,26.5,240.0,11.0,3,,08028,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08028）
k,カリウム,たら,350.0,mg,80,280.0,2600.0,10.8,3,,10205,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番10205）
ve,ビタミンE,たら,0.8,mg,80,0.64,6.0,10.7,3,,10205,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番10205）
mg,マグネシウム,ピーナッツ,200.0,mg,15,30.0,290.0,10.3,3,,05035,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番05035）
b1,ビタミンB1,オレンジ,0.07,mg,130,0.09,0.9,10.1,3,,07040,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07040）
vc,ビタミンC,豚レバー,20.0,mg,50,10.0,100.0,10.0,3,,11166,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番11166）
zn,亜鉛,低脂肪乳,0.4,mg,200,0.8,8.0,10.0,3,,13005,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番13005）
fe,鉄,水菜,2.1,mg,50,1.05,10.5,10.0,3,,06072,確認済,2025年版・女性30-49・推奨量（月経あり）,成分表増補2023照合・取りこぼし追加（品番06072）
p,リン,ソーセージ,200.0,mg,40,80.0,800.0,10.0,3,,11306,確認済,2025年版・女性30-49・目安量,成分表増補2023照合・取りこぼし追加（品番11306）
se,セレン,ひよこ豆,5.0,µg,50,2.5,25.0,10.0,3,,04066,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04066）
b6,ビタミンB6,かぼちゃ,0.15,mg,80,0.12,1.2,10.0,3,,06046,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06046）
niacin,ナイアシン,しいたけ,4.0,mgNE,30,1.2,12.0,10.0,3,,08039,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番08039）
b6,ビタミンB6,豆乳,0.06,mg,200,0.12,1.2,10.0,3,,04052,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番04052）
fiber,食物繊維,豆乳,0.9,g,200,1.8,18.0,10.0,3,,04052,確認済,2025年版・女性30-49・目標量（以上）,成分表増補2023照合・取りこぼし追加（品番04052）
b6,ビタミンB6,トマト,0.08,mg,150,0.12,1.2,10.0,3,,06182,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06182）
niacin,ナイアシン,トマト,0.8,mgNE,150,1.2,12.0,10.0,3,,06182,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番06182）
folate,葉酸,みかん,24.0,µg,100,24.0,240.0,10.0,3,,07028,確認済,2025年版・女性30-49・推奨量,成分表増補2023照合・取りこぼし追加（品番07028）
se,セレン,パン,22.0,µg,60,13.2,25.0,52.8,1,,01026,確認済,2025年版・女性30-49・推奨量,実線化に伴う新規紐付け・日本食品標準成分表（八訂）増補2023年照合（品番01026）
fiber,食物繊維,パン,4.2,g,60,2.52,18.0,14,2,,01026,確認済,2025年版・女性30-49・目標量（以上）,実線化に伴う新規紐付け・日本食品標準成分表（八訂）増補2023年照合（品番01026）
niacin,ナイアシン,パン,2.6,mgNE,60,1.56,12.0,13,2,,01026,確認済,2025年版・女性30-49・推奨量,実線化に伴う新規紐付け・日本食品標準成分表（八訂）増補2023年照合（品番01026）
protein,たんぱく質,パン,8.9,g,60,5.34,50.0,10.7,3,,01026,確認済,2025年版・女性30-49・推奨量,実線化に伴う新規紐付け・日本食品標準成分表（八訂）増補2023年照合（品番01026）
